customer_id,tenure_months,monthly_charges,total_charges,contract_type,internet_service,payment_method,tech_support,support_tickets_90d,satisfaction_score,churn
CUST104069,31,61.58,1852.82,One year,Fiber optic,Electronic check,No,5,3,0
CUST104070,30,89.79,2542.12,Month-to-month,No,Electronic check,Yes,1,3,1
CUST104071,42,85.55,3592.08,Month-to-month,Fiber optic,Mailed check,No,1,4,0
CUST104072,23,76.92,1850.15,One year,DSL,Electronic check,No,1,3,0
CUST104073,8,94.21,752.56,Month-to-month,Fiber optic,Electronic check,Yes,2,4,1
CUST104074,26,81.39,2112.47,Two year,Fiber optic,Electronic check,Yes,1,4,0
CUST104075,29,74.28,2230.79,One year,DSL,Electronic check,Yes,0,3,0
CUST104076,47,69.39,3084.78,One year,DSL,Bank transfer,No,1,5,0
CUST104077,7,44.72,310.84,Month-to-month,No,Bank transfer,No,3,3,1
CUST104078,9,106.46,911.44,Month-to-month,Fiber optic,Electronic check,Yes,0,4,0
CUST104079,20,94.36,1903.88,Month-to-month,Fiber optic,Mailed check,Yes,3,2,1
CUST104080,31,69.52,2141.79,One year,Fiber optic,Bank transfer,No,6,2,0
CUST104081,6,59.22,366.41,Month-to-month,DSL,Mailed check,No,3,3,1
CUST104082,7,78.64,548.07,Two year,DSL,Credit card,No,2,3,0
CUST104083,36,73.22,2630.55,Two year,DSL,Bank transfer,Yes,3,3,0
CUST104084,6,48.05,283.47,Month-to-month,No,Bank transfer,No,1,3,0
CUST104085,9,101.07,843.36,One year,Fiber optic,Mailed check,Yes,3,4,1
CUST104086,38,81.84,3051.4,Month-to-month,No,Mailed check,No,1,5,1
CUST104087,30,42.31,1174.98,Month-to-month,No,Electronic check,No,3,2,0
CUST104088,11,69.59,765.31,Month-to-month,Fiber optic,Electronic check,No,2,2,1
CUST104089,28,92.16,2452.85,Two year,Fiber optic,Credit card,Yes,2,4,0
CUST104090,24,50.43,1115.65,Two year,DSL,Credit card,No,3,2,0
CUST104091,18,69.04,1266.31,Month-to-month,DSL,Credit card,No,4,2,1
CUST104092,14,94.31,1271.09,Month-to-month,Fiber optic,Mailed check,No,4,3,1
CUST104093,27,86.16,2337.07,Month-to-month,Fiber optic,Credit card,Yes,1,4,0
CUST104094,7,62.78,443.57,Month-to-month,DSL,Bank transfer,Yes,2,2,0
CUST104095,27,66.86,1778.08,Month-to-month,No,Mailed check,Yes,1,4,0
CUST104096,22,67.91,1374.69,Two year,No,Credit card,No,3,2,0
CUST104097,24,63.26,1554.76,Two year,No,Credit card,Yes,1,4,0
CUST104098,9,60.78,529.85,Month-to-month,DSL,Mailed check,No,1,3,0
CUST104099,48,51.32,2347.7,Two year,DSL,Credit card,No,4,3,0
CUST104100,11,90.08,1007.3,One year,Fiber optic,Credit card,No,0,3,0
CUST104101,13,70.09,931.75,One year,DSL,Bank transfer,Yes,1,4,0
CUST104102,17,58.56,1021.04,Two year,No,Mailed check,Yes,1,3,0
CUST104103,30,70.46,2156.0,Month-to-month,No,Electronic check,No,3,3,0
CUST104104,23,50.93,1105.9,Month-to-month,DSL,Credit card,No,2,3,0
CUST104105,4,101.52,414.63,Month-to-month,Fiber optic,Electronic check,Yes,2,3,1
CUST104106,19,95.61,1728.9,One year,Fiber optic,Electronic check,Yes,1,4,1
CUST104107,21,67.24,1355.35,Month-to-month,DSL,Mailed check,Yes,1,3,0
CUST104108,49,74.11,3463.35,Month-to-month,Fiber optic,Mailed check,No,1,4,0
CUST104109,15,101.03,1437.3,Month-to-month,Fiber optic,Electronic check,Yes,2,4,1
CUST104110,28,89.06,2481.74,Month-to-month,No,Electronic check,No,5,2,1
CUST104111,72,50.96,3669.88,Month-to-month,Fiber optic,Credit card,No,0,4,0
CUST104112,43,61.05,2670.5,Month-to-month,Fiber optic,Mailed check,No,4,3,1
CUST104113,8,88.88,672.5,Two year,Fiber optic,Credit card,No,1,3,0
CUST104114,33,81.99,2655.65,One year,Fiber optic,Credit card,No,1,4,0
CUST104115,27,101.76,2740.46,Month-to-month,Fiber optic,Mailed check,Yes,1,3,0
CUST104116,15,106.51,1545.91,Two year,Fiber optic,Mailed check,Yes,3,3,0
CUST104117,33,45.0,1409.02,Two year,DSL,Electronic check,No,4,3,1
CUST104118,8,89.9,668.99,Month-to-month,Fiber optic,Credit card,No,1,3,1
CUST104119,12,64.84,743.93,One year,DSL,Bank transfer,Yes,0,4,0
CUST104120,17,67.28,1129.93,Month-to-month,No,Credit card,No,2,4,0
CUST104121,14,48.88,644.62,Month-to-month,DSL,Credit card,No,0,4,0
CUST104122,31,54.23,1737.93,One year,DSL,Electronic check,Yes,1,3,0
CUST104123,19,62.0,1192.05,Month-to-month,DSL,Credit card,Yes,2,4,1
CUST104124,13,68.3,828.68,Month-to-month,DSL,Credit card,No,2,2,1
CUST104125,43,98.11,3992.24,Month-to-month,Fiber optic,Mailed check,No,1,4,0
CUST104126,30,65.1,1809.82,Month-to-month,No,Credit card,Yes,2,3,0
CUST104127,5,80.08,412.91,Month-to-month,Fiber optic,Bank transfer,No,1,3,1
CUST104128,5,73.16,347.55,Two year,DSL,Mailed check,Yes,1,3,0
CUST104129,13,87.7,1192.28,Month-to-month,DSL,Electronic check,Yes,3,3,1
CUST104130,6,94.94,596.39,Month-to-month,No,Bank transfer,Yes,3,3,1
CUST104131,38,81.12,2934.0,One year,DSL,Credit card,Yes,1,5,0
CUST104132,12,68.75,858.19,Month-to-month,DSL,Electronic check,No,1,5,1
CUST104133,28,70.6,1909.34,One year,DSL,Mailed check,Yes,1,5,0
CUST104134,33,87.71,2787.96,Month-to-month,DSL,Electronic check,Yes,0,4,0
CUST104135,3,91.78,285.86,Month-to-month,Fiber optic,Bank transfer,Yes,0,4,1
CUST104136,12,40.29,482.09,Month-to-month,No,Bank transfer,Yes,1,3,1
CUST104137,17,66.53,1141.18,Month-to-month,No,Credit card,No,0,3,0
CUST104138,24,85.2,1991.64,One year,Fiber optic,Electronic check,No,3,3,0
CUST104139,37,95.47,3489.74,One year,Fiber optic,Electronic check,No,1,2,1
CUST104140,72,76.63,5631.11,Month-to-month,No,Electronic check,Yes,0,4,0
CUST104141,57,71.88,3860.46,Month-to-month,Fiber optic,Credit card,Yes,4,3,1
CUST104142,19,101.98,2031.4,Two year,Fiber optic,Mailed check,No,3,3,0
CUST104143,19,78.44,1526.3,Month-to-month,Fiber optic,Electronic check,Yes,0,3,1
CUST104144,53,99.99,5060.03,Month-to-month,Fiber optic,Electronic check,No,2,3,1
CUST104145,20,66.93,1353.41,One year,DSL,Electronic check,No,2,3,1
CUST104146,12,72.26,799.22,Month-to-month,DSL,Bank transfer,Yes,0,4,0
CUST104147,39,61.05,2423.12,Two year,DSL,Mailed check,Yes,0,4,0
CUST104148,25,102.49,2622.78,Month-to-month,Fiber optic,Bank transfer,Yes,0,3,0
CUST104149,5,62.45,292.97,Two year,DSL,Electronic check,No,3,3,0
CUST104150,15,88.25,1270.31,Month-to-month,Fiber optic,Mailed check,Yes,4,3,1
CUST104151,6,73.0,439.93,Month-to-month,DSL,Bank transfer,Yes,0,4,0
CUST104152,1,76.33,77.23,Month-to-month,Fiber optic,Electronic check,No,4,2,1
CUST104153,63,47.68,2790.44,Two year,No,Electronic check,Yes,2,3,0
CUST104154,21,64.99,1331.21,Month-to-month,No,Electronic check,Yes,0,3,0
CUST104155,16,61.8,971.37,Month-to-month,DSL,Bank transfer,Yes,1,4,1
CUST104156,13,73.93,969.49,Two year,DSL,Bank transfer,Yes,2,4,0
CUST104157,20,68.26,1317.98,Month-to-month,DSL,Mailed check,Yes,1,4,1
CUST104158,13,65.38,821.66,Month-to-month,Fiber optic,Bank transfer,No,2,4,1
CUST104159,8,59.67,452.65,Month-to-month,DSL,Electronic check,Yes,3,4,1
CUST104160,14,63.82,927.6,Two year,No,Credit card,No,2,2,0
CUST104161,50,59.59,2777.7,Month-to-month,No,Bank transfer,No,2,4,0
CUST104162,38,83.55,3123.0,Month-to-month,DSL,Electronic check,Yes,2,3,0
CUST104163,14,75.52,992.35,Two year,DSL,Credit card,Yes,4,4,0
CUST104164,67,111.16,6881.37,One year,Fiber optic,Mailed check,Yes,0,3,0
CUST104165,19,84.13,1614.88,Month-to-month,Fiber optic,Mailed check,No,2,3,1
CUST104166,10,79.21,745.79,One year,DSL,Mailed check,No,0,4,0
CUST104167,26,50.76,1314.07,Month-to-month,No,Credit card,No,1,3,0
CUST104168,55,42.75,2354.32,Month-to-month,No,Electronic check,No,5,4,1
CUST104169,48,61.31,3080.67,Month-to-month,No,Electronic check,No,0,5,0
CUST104170,11,96.54,1036.52,One year,Fiber optic,Credit card,No,2,3,1
CUST104171,7,66.9,435.4,One year,DSL,Credit card,No,1,4,0
CUST104172,15,52.71,774.7,Month-to-month,DSL,Credit card,No,1,4,0
CUST104173,29,87.52,2379.03,Month-to-month,DSL,Electronic check,Yes,2,3,0
CUST104174,34,94.83,3183.59,Month-to-month,Fiber optic,Bank transfer,No,3,3,0
CUST104175,44,65.62,2836.18,One year,DSL,Mailed check,No,2,3,1
CUST104176,22,98.67,2125.35,One year,Fiber optic,Electronic check,Yes,0,5,0
CUST104177,23,75.45,1775.35,One year,DSL,Electronic check,No,0,4,0
CUST104178,22,64.72,1378.98,Two year,No,Credit card,Yes,5,2,0
CUST104179,40,75.57,3079.66,Two year,DSL,Electronic check,Yes,0,5,0
CUST104180,35,97.35,3480.94,Two year,Fiber optic,Electronic check,Yes,3,4,0
CUST104181,10,45.53,440.48,One year,DSL,Electronic check,No,1,1,0
CUST104182,32,73.42,2257.81,Month-to-month,DSL,Bank transfer,Yes,3,4,1
CUST104183,38,82.79,2902.48,One year,DSL,Bank transfer,Yes,1,4,0
CUST104184,40,98.05,4005.23,Month-to-month,Fiber optic,Electronic check,Yes,2,5,0
CUST104185,25,75.3,1911.77,Month-to-month,DSL,Credit card,No,2,4,0
CUST104186,24,67.19,1515.13,Month-to-month,No,Electronic check,No,3,3,1
CUST104187,19,94.92,1695.92,Month-to-month,Fiber optic,Mailed check,Yes,1,4,0
CUST104188,21,49.12,1051.88,One year,DSL,Electronic check,No,3,3,1
CUST104189,60,43.82,2462.73,Month-to-month,No,Mailed check,No,2,2,0
CUST104190,21,84.58,1817.94,Month-to-month,DSL,Credit card,No,3,2,1
CUST104191,11,58.29,608.33,Two year,No,Bank transfer,No,2,3,0
CUST104192,25,66.12,1624.5,One year,DSL,Electronic check,No,3,3,1
CUST104193,34,79.15,2542.03,Month-to-month,DSL,Credit card,Yes,1,4,0
CUST104194,39,76.97,2861.29,Month-to-month,DSL,Bank transfer,No,1,3,0
CUST104195,8,88.17,701.97,Month-to-month,Fiber optic,Mailed check,Yes,3,3,1
CUST104196,52,85.84,4600.98,Two year,Fiber optic,Credit card,No,2,3,0
CUST104197,33,61.91,2036.6,Month-to-month,DSL,Bank transfer,No,2,3,0
CUST104198,50,91.61,4339.5,Two year,Fiber optic,Bank transfer,Yes,2,4,0
CUST104199,6,78.05,464.54,Month-to-month,Fiber optic,Electronic check,No,3,3,1
CUST104200,41,62.44,2413.43,One year,No,Electronic check,No,1,4,0
CUST104201,8,95.79,756.45,Month-to-month,Fiber optic,Credit card,No,4,4,1
CUST104202,16,106.97,1623.78,Month-to-month,Fiber optic,Bank transfer,Yes,3,3,1
CUST104203,34,71.04,2467.71,Month-to-month,DSL,Credit card,Yes,0,3,1
CUST104204,7,77.08,556.21,Month-to-month,Fiber optic,Bank transfer,No,3,3,1
CUST104205,13,64.39,838.04,Two year,DSL,Credit card,No,3,3,0
CUST104206,6,89.83,523.51,One year,Fiber optic,Mailed check,Yes,0,3,0
CUST104207,33,77.69,2638.0,Month-to-month,DSL,Mailed check,Yes,0,3,0
CUST104208,10,64.86,627.38,One year,DSL,Electronic check,Yes,2,3,0
CUST104209,20,67.83,1310.23,Month-to-month,DSL,Electronic check,Yes,1,4,0
CUST104210,27,80.44,2033.38,Two year,Fiber optic,Mailed check,Yes,2,4,0
CUST104211,25,72.71,1877.43,Month-to-month,DSL,Mailed check,Yes,2,4,1
CUST104212,23,92.29,1991.14,Month-to-month,Fiber optic,Electronic check,Yes,3,4,0
CUST104213,23,69.32,1663.23,Month-to-month,DSL,Bank transfer,No,2,3,1
CUST104214,6,105.44,642.2,Month-to-month,Fiber optic,Mailed check,Yes,1,2,1
CUST104215,17,107.54,1881.88,Two year,Fiber optic,Mailed check,Yes,4,3,0
CUST104216,23,100.95,2282.35,Month-to-month,Fiber optic,Mailed check,Yes,2,4,1
CUST104217,21,82.51,1650.79,Month-to-month,Fiber optic,Electronic check,Yes,3,3,1
CUST104218,18,105.31,1864.92,Two year,Fiber optic,Bank transfer,Yes,0,3,1
CUST104219,11,89.01,1002.88,Month-to-month,Fiber optic,Mailed check,No,2,2,1
CUST104220,25,55.97,1373.0,Month-to-month,No,Mailed check,No,2,3,0
CUST104221,28,65.39,1749.7,One year,DSL,Mailed check,Yes,0,3,0
CUST104222,14,72.24,1004.08,Month-to-month,DSL,Electronic check,No,5,3,1
CUST104223,39,78.51,2829.3,Two year,Fiber optic,Credit card,No,3,2,0
CUST104224,53,77.18,4157.88,One year,Fiber optic,Credit card,No,4,1,0
CUST104225,21,57.48,1214.72,Month-to-month,No,Electronic check,No,3,3,1
CUST104226,10,75.0,711.93,Month-to-month,Fiber optic,Electronic check,No,0,3,1
CUST104227,7,58.74,389.88,Month-to-month,No,Credit card,No,2,2,0
CUST104228,16,66.78,1090.51,Month-to-month,DSL,Bank transfer,No,1,3,1
CUST104229,19,78.12,1422.36,One year,Fiber optic,Electronic check,No,1,4,0
CUST104230,7,72.39,503.38,One year,DSL,Bank transfer,Yes,0,4,0
CUST104231,15,62.13,924.84,Month-to-month,DSL,Credit card,Yes,0,3,1
CUST104232,38,45.23,1716.93,One year,No,Electronic check,No,3,3,1
CUST104233,2,93.13,172.27,Month-to-month,DSL,Bank transfer,Yes,1,3,0
CUST104234,22,92.54,1994.83,Two year,Fiber optic,Credit card,No,2,2,0
CUST104235,13,50.47,669.53,Month-to-month,DSL,Electronic check,Yes,1,2,0
CUST104236,20,92.33,1878.79,Two year,Fiber optic,Credit card,No,3,3,0
CUST104237,55,70.19,3768.7,Month-to-month,Fiber optic,Credit card,No,3,4,0
CUST104238,19,72.32,1284.63,Month-to-month,DSL,Bank transfer,No,1,3,1
CUST104239,17,111.28,1871.31,Month-to-month,Fiber optic,Mailed check,Yes,1,4,1
CUST104240,32,54.76,1750.75,Two year,No,Bank transfer,Yes,2,4,0
CUST104241,25,76.17,1954.31,Two year,No,Bank transfer,Yes,1,3,0
CUST104242,22,96.67,2168.82,One year,Fiber optic,Electronic check,No,3,3,1
CUST104243,25,110.86,2683.65,Month-to-month,Fiber optic,Electronic check,Yes,1,3,1
CUST104244,45,77.13,3475.25,One year,DSL,Electronic check,Yes,4,5,0
CUST104245,36,91.09,3241.38,Month-to-month,Fiber optic,Mailed check,Yes,0,4,0
CUST104246,16,62.9,954.6,One year,Fiber optic,Bank transfer,No,2,4,1
CUST104247,53,59.61,3015.27,Month-to-month,No,Credit card,Yes,1,4,0
CUST104248,13,89.74,1181.05,Two year,Fiber optic,Mailed check,Yes,1,3,1
CUST104249,22,93.99,2096.71,One year,Fiber optic,Bank transfer,No,3,1,1
CUST104250,23,90.85,2117.45,Month-to-month,Fiber optic,Bank transfer,No,3,3,1
CUST104251,16,82.13,1266.65,One year,Fiber optic,Mailed check,Yes,2,3,1
CUST104252,49,61.87,2989.84,Month-to-month,No,Bank transfer,No,0,4,0
CUST104253,15,49.83,706.79,Month-to-month,No,Electronic check,Yes,3,3,1
CUST104254,18,74.93,1361.97,Month-to-month,Fiber optic,Electronic check,No,4,3,1
CUST104255,40,78.78,3045.19,Month-to-month,Fiber optic,Electronic check,Yes,4,4,1
CUST104256,14,52.41,705.93,Month-to-month,No,Credit card,No,1,4,1
CUST104257,7,58.32,394.04,One year,DSL,Credit card,No,4,3,0
CUST104258,22,76.94,1567.93,One year,DSL,Bank transfer,No,0,2,0
CUST104259,8,80.92,632.66,Month-to-month,Fiber optic,Bank transfer,Yes,2,3,1
CUST104260,8,79.04,625.42,Two year,DSL,Bank transfer,Yes,0,3,0
CUST104261,2,84.1,156.27,Two year,Fiber optic,Mailed check,Yes,2,3,0
CUST104262,3,93.38,271.26,Month-to-month,Fiber optic,Electronic check,No,3,3,1
CUST104263,3,77.08,242.39,Month-to-month,DSL,Electronic check,Yes,0,4,1
CUST104264,58,87.53,4973.49,Two year,Fiber optic,Electronic check,No,2,3,0
CUST104265,3,74.51,217.28,Month-to-month,DSL,Credit card,Yes,2,3,0
CUST104266,8,64.91,517.3,Month-to-month,DSL,Bank transfer,No,3,3,0
CUST104267,18,76.91,1339.33,Two year,DSL,Bank transfer,Yes,2,3,0
CUST104268,31,79.68,2311.59,One year,DSL,Credit card,No,0,3,0
CUST104269,33,76.93,2599.16,Two year,Fiber optic,Bank transfer,No,0,4,0
CUST104270,10,66.97,685.47,Two year,DSL,Bank transfer,Yes,0,2,0
CUST104271,21,49.04,1045.2,Month-to-month,No,Credit card,Yes,4,3,0
CUST104272,18,81.56,1402.64,One year,Fiber optic,Electronic check,Yes,1,4,0
CUST104273,20,44.7,887.92,Two year,No,Electronic check,Yes,3,3,0
CUST104274,22,37.32,805.63,Month-to-month,No,Bank transfer,No,0,3,0
CUST104275,27,68.66,1869.21,Month-to-month,DSL,Electronic check,Yes,2,3,1
CUST104276,13,103.84,1367.94,Month-to-month,Fiber optic,Bank transfer,No,2,2,1
CUST104277,15,79.94,1164.64,One year,DSL,Credit card,Yes,1,4,0
CUST104278,72,75.06,5517.57,One year,Fiber optic,Credit card,No,0,4,0
CUST104279,13,95.22,1239.28,Two year,Fiber optic,Electronic check,No,1,3,0
CUST104280,22,82.73,1849.0,Month-to-month,Fiber optic,Electronic check,Yes,1,3,1
CUST104281,18,63.6,1159.15,One year,DSL,Credit card,No,1,2,0
CUST104282,21,80.71,1729.55,Month-to-month,DSL,Credit card,Yes,1,4,0
CUST104283,41,89.49,3647.26,Two year,DSL,Electronic check,No,1,3,0
CUST104284,17,88.82,1509.73,One year,Fiber optic,Credit card,No,2,2,1
CUST104285,7,69.88,456.94,One year,Fiber optic,Credit card,Yes,2,2,0
CUST104286,12,75.36,894.35,Month-to-month,DSL,Electronic check,No,0,3,0
CUST104287,17,82.4,1453.91,Month-to-month,DSL,Mailed check,Yes,1,4,1
CUST104288,23,96.33,2120.4,Month-to-month,Fiber optic,Credit card,No,2,2,1
CUST104289,10,75.47,733.45,Two year,Fiber optic,Bank transfer,Yes,2,3,0
CUST104290,12,98.93,1184.37,Month-to-month,Fiber optic,Bank transfer,Yes,1,4,0
CUST104291,24,68.62,1578.83,Two year,DSL,Credit card,Yes,0,4,0
CUST104292,24,84.85,1929.17,Month-to-month,DSL,Credit card,No,3,3,1
CUST104293,37,75.83,2911.61,Month-to-month,DSL,Electronic check,No,4,4,1
CUST104294,12,104.12,1159.69,Month-to-month,Fiber optic,Mailed check,No,3,3,1
CUST104295,29,79.84,2203.21,Month-to-month,Fiber optic,Credit card,No,2,3,1
CUST104296,18,91.27,1646.92,Month-to-month,Fiber optic,Electronic check,Yes,1,5,0
CUST104297,14,73.53,1059.5,Month-to-month,Fiber optic,Electronic check,No,0,4,1
CUST104298,18,109.41,1846.19,Month-to-month,Fiber optic,Credit card,Yes,0,3,1
CUST104299,20,89.87,1726.44,One year,DSL,Credit card,Yes,2,4,0
CUST104300,7,94.99,682.23,Month-to-month,Fiber optic,Electronic check,Yes,5,1,1
CUST104301,7,68.81,453.48,One year,Fiber optic,Electronic check,No,3,3,0
CUST104302,32,102.21,3035.28,One year,Fiber optic,Credit card,Yes,2,2,0
CUST104303,15,70.07,972.62,Month-to-month,Fiber optic,Electronic check,Yes,1,3,1
CUST104304,23,63.55,1515.11,Month-to-month,DSL,Electronic check,No,0,3,0
CUST104305,31,86.05,2737.58,Month-to-month,Fiber optic,Credit card,Yes,0,3,0
CUST104306,19,95.27,1775.2,Month-to-month,Fiber optic,Credit card,Yes,1,4,0
CUST104307,29,61.44,1849.41,Month-to-month,DSL,Mailed check,Yes,2,3,0
CUST104308,21,76.53,1498.39,One year,Fiber optic,Bank transfer,No,1,3,0
CUST104309,21,60.49,1174.79,Month-to-month,Fiber optic,Mailed check,No,1,4,1
CUST104310,43,69.4,2935.01,Two year,DSL,Electronic check,No,3,2,0
CUST104311,17,71.26,1236.59,One year,Fiber optic,Credit card,No,5,3,0
CUST104312,32,68.58,2039.97,Month-to-month,No,Mailed check,No,3,5,0
CUST104313,6,65.85,381.35,One year,DSL,Bank transfer,No,2,3,0
CUST104314,22,95.28,1966.49,Month-to-month,Fiber optic,Mailed check,No,4,2,1
CUST104315,50,62.1,3146.52,Month-to-month,DSL,Mailed check,Yes,1,4,0
CUST104316,72,113.91,7829.86,Two year,Fiber optic,Electronic check,Yes,3,3,0
CUST104317,6,97.15,577.63,Month-to-month,DSL,Mailed check,Yes,1,4,0
CUST104318,15,89.7,1239.18,Month-to-month,Fiber optic,Bank transfer,No,5,2,1
CUST104319,9,71.07,624.08,Two year,DSL,Credit card,Yes,0,4,0
CUST104320,18,84.41,1414.0,Two year,Fiber optic,Credit card,No,3,3,0
CUST104321,35,76.49,2776.58,Month-to-month,DSL,Electronic check,No,2,3,0
CUST104322,44,72.02,3182.9,One year,No,Mailed check,No,0,3,0
CUST104323,45,85.16,3800.28,One year,Fiber optic,Mailed check,Yes,1,4,0
CUST104324,5,77.94,375.2,One year,Fiber optic,Bank transfer,Yes,1,4,0
CUST104325,20,65.85,1216.15,Month-to-month,DSL,Credit card,No,3,3,0
CUST104326,12,60.24,701.29,Two year,DSL,Credit card,No,1,4,0
CUST104327,17,97.47,1568.6,Month-to-month,Fiber optic,Electronic check,No,4,3,1
CUST104328,13,57.62,737.77,Month-to-month,DSL,Bank transfer,Yes,1,3,1
CUST104329,6,73.47,411.52,Month-to-month,DSL,Electronic check,No,2,2,1
CUST104330,44,71.67,3129.74,Month-to-month,No,Electronic check,No,2,3,1
CUST104331,11,42.02,474.9,Month-to-month,DSL,Electronic check,No,3,2,1
CUST104332,12,80.04,935.42,Month-to-month,DSL,Mailed check,No,2,4,0
CUST104333,51,106.09,5012.99,Month-to-month,Fiber optic,Mailed check,Yes,3,3,1
CUST104334,5,88.79,442.02,Two year,Fiber optic,Mailed check,No,2,3,0
CUST104335,27,62.99,1771.45,Month-to-month,DSL,Bank transfer,No,1,4,1
CUST104336,39,82.02,3333.65,Month-to-month,DSL,Electronic check,Yes,4,4,0
CUST104337,48,56.91,2648.02,Two year,No,Mailed check,No,3,4,0
CUST104338,25,98.52,2403.66,Month-to-month,Fiber optic,Electronic check,Yes,0,3,0
CUST104339,32,81.61,2500.74,One year,Fiber optic,Mailed check,No,1,3,1
CUST104340,39,92.21,3733.04,Month-to-month,Fiber optic,Mailed check,Yes,5,3,0
CUST104341,18,58.27,993.5,One year,DSL,Electronic check,No,2,4,1
CUST104342,9,83.67,747.23,Month-to-month,Fiber optic,Mailed check,No,1,2,1
CUST104343,53,106.24,5539.48,Month-to-month,Fiber optic,Bank transfer,No,3,3,0
CUST104344,30,77.43,2163.49,One year,Fiber optic,Electronic check,No,3,3,1
CUST104345,20,69.9,1377.66,Month-to-month,Fiber optic,Bank transfer,Yes,0,4,0
CUST104346,6,118.75,707.72,Month-to-month,Fiber optic,Electronic check,Yes,2,4,0
CUST104347,2,56.47,107.95,Month-to-month,No,Bank transfer,No,3,2,0
CUST104348,26,50.13,1228.66,One year,No,Electronic check,No,6,2,0
CUST104349,2,77.16,150.93,Month-to-month,Fiber optic,Credit card,No,4,3,1
CUST104350,20,74.0,1547.3,One year,DSL,Electronic check,Yes,1,3,0
CUST104351,11,65.48,752.34,One year,DSL,Credit card,No,3,3,0
CUST104352,13,65.27,823.7,Month-to-month,No,Electronic check,No,1,4,1
CUST104353,45,73.96,3406.25,Two year,DSL,Bank transfer,Yes,1,4,0
CUST104354,11,80.27,901.43,Two year,Fiber optic,Electronic check,Yes,2,2,0
CUST104355,21,56.87,1244.82,Month-to-month,Fiber optic,Electronic check,No,6,3,0
CUST104356,11,78.0,863.05,Month-to-month,No,Electronic check,Yes,2,4,0
CUST104357,25,64.67,1549.54,Month-to-month,No,Electronic check,Yes,0,3,1
CUST104358,22,66.11,1524.01,Two year,DSL,Mailed check,No,1,3,0
CUST104359,20,59.46,1147.21,Month-to-month,DSL,Bank transfer,No,1,3,0
CUST104360,39,67.13,2453.97,Month-to-month,DSL,Mailed check,No,3,3,1
CUST104361,5,66.74,327.89,Two year,DSL,Bank transfer,No,1,3,0
CUST104362,3,88.39,277.12,One year,DSL,Electronic check,Yes,4,3,1
CUST104363,7,83.1,584.04,Month-to-month,Fiber optic,Bank transfer,No,4,2,1
CUST104364,22,85.65,1883.94,One year,Fiber optic,Credit card,Yes,3,3,0
CUST104365,28,89.81,2421.76,One year,DSL,Electronic check,No,2,4,0
CUST104366,1,103.26,104.85,Month-to-month,Fiber optic,Credit card,Yes,2,3,0
CUST104367,27,55.6,1416.37,Month-to-month,No,Electronic check,Yes,2,3,0
CUST104368,15,64.14,897.15,One year,No,Mailed check,Yes,2,4,0
CUST104369,54,101.27,5652.02,Month-to-month,Fiber optic,Credit card,Yes,0,5,0
CUST104370,26,65.0,1668.81,Two year,No,Bank transfer,Yes,2,3,0
CUST104371,50,66.63,3448.83,Month-to-month,DSL,Mailed check,No,1,3,1
CUST104372,44,63.7,2591.42,One year,DSL,Mailed check,No,1,3,0
CUST104373,15,99.04,1502.8,One year,Fiber optic,Bank transfer,Yes,2,3,0
CUST104374,35,78.6,2576.26,Month-to-month,Fiber optic,Mailed check,No,0,3,0
CUST104375,15,59.91,844.12,Month-to-month,No,Credit card,No,0,4,1
CUST104376,58,54.87,3013.68,Two year,DSL,Credit card,Yes,0,3,0
CUST104377,16,59.46,880.19,One year,DSL,Electronic check,Yes,2,4,0
CUST104378,29,72.46,2203.22,Month-to-month,Fiber optic,Mailed check,No,2,3,1
CUST104379,66,88.01,5835.41,Month-to-month,Fiber optic,Bank transfer,Yes,1,4,0
CUST104380,29,56.52,1700.51,Month-to-month,DSL,Bank transfer,No,3,3,0
CUST104381,14,58.67,771.18,Month-to-month,DSL,Electronic check,No,4,2,1
CUST104382,6,58.29,357.92,Month-to-month,No,Credit card,No,0,3,1
CUST104383,5,58.14,270.93,One year,DSL,Bank transfer,No,1,1,1
CUST104384,27,65.38,1655.02,Month-to-month,Fiber optic,Electronic check,No,5,2,1
CUST104385,18,73.93,1375.59,One year,Fiber optic,Electronic check,No,4,3,1
CUST104386,7,83.89,553.83,Two year,Fiber optic,Bank transfer,Yes,3,3,0
CUST104387,33,98.97,3346.27,Two year,Fiber optic,Bank transfer,Yes,3,3,0
CUST104388,33,84.48,2895.52,Two year,Fiber optic,Electronic check,No,4,3,1
CUST104389,18,73.84,1229.27,Month-to-month,DSL,Electronic check,No,4,3,1
CUST104390,51,67.15,3567.48,Month-to-month,Fiber optic,Electronic check,No,5,4,1
CUST104391,4,75.75,300.41,Month-to-month,No,Mailed check,No,4,1,1
CUST104392,14,51.84,725.77,Month-to-month,No,Bank transfer,No,2,2,1
CUST104393,29,83.21,2483.16,Two year,Fiber optic,Electronic check,No,3,4,0
CUST104394,8,68.7,553.63,One year,DSL,Credit card,Yes,2,3,0
CUST104395,35,79.16,2895.97,One year,Fiber optic,Electronic check,Yes,2,4,1
CUST104396,42,89.8,3920.17,Month-to-month,Fiber optic,Credit card,No,2,3,1
CUST104397,1,61.31,58.4,Month-to-month,Fiber optic,Credit card,No,1,3,1
CUST104398,53,102.84,5539.09,Two year,Fiber optic,Electronic check,Yes,1,3,0
CUST104399,28,69.57,1890.03,Month-to-month,DSL,Credit card,Yes,0,4,0
