tenure_months,monthly_charges,total_charges,contract_type,internet_service,payment_method,tech_support,support_tickets_90d,satisfaction_score,churn
46,95.9,4296.15,Two year,Fiber optic,Mailed check,Yes,2,3,0
22,60.73,1342.84,Two year,DSL,Electronic check,Yes,2,4,0
13,83.82,1023.57,One year,DSL,Bank transfer,Yes,1,5,0
25,103.61,2524.18,Two year,Fiber optic,Credit card,No,1,4,0
39,85.69,3370.54,One year,Fiber optic,Bank transfer,No,3,3,0
42,98.4,3867.09,Month-to-month,Fiber optic,Mailed check,Yes,0,3,1
4,90.17,358.79,One year,Fiber optic,Electronic check,No,0,2,0
72,56.83,4272.19,Month-to-month,No,Electronic check,No,4,3,1
13,47.17,587.88,One year,No,Mailed check,No,1,3,1
34,74.38,2524.67,Month-to-month,DSL,Credit card,No,3,2,1
50,67.94,3402.57,One year,Fiber optic,Mailed check,No,1,4,0
19,79.53,1554.33,Month-to-month,Fiber optic,Credit card,Yes,4,4,1
43,98.17,3966.94,Month-to-month,Fiber optic,Mailed check,No,1,3,0
3,100.14,304.3,Month-to-month,Fiber optic,Electronic check,No,3,4,1
45,75.64,3376.55,Month-to-month,DSL,Bank transfer,Yes,2,3,0
41,70.06,2845.98,One year,DSL,Electronic check,No,0,4,0
27,60.09,1627.06,Month-to-month,DSL,Electronic check,Yes,1,2,0
39,96.99,3870.02,Month-to-month,Fiber optic,Electronic check,Yes,2,4,0
60,55.48,3373.27,Month-to-month,No,Mailed check,No,2,2,0
51,89.43,4228.26,Month-to-month,Fiber optic,Electronic check,No,1,2,1
20,80.42,1579.84,Month-to-month,Fiber optic,Credit card,No,3,3,1
24,80.24,1939.69,Month-to-month,Fiber optic,Credit card,No,1,2,0
17,93.41,1462.7,One year,Fiber optic,Bank transfer,No,0,3,0
15,57.03,820.42,One year,DSL,Mailed check,Yes,0,3,0
36,77.92,2622.22,Two year,DSL,Electronic check,Yes,4,4,0
17,75.76,1237.89,Month-to-month,DSL,Bank transfer,Yes,0,4,0
36,97.42,3572.83,Month-to-month,Fiber optic,Electronic check,No,2,3,1
19,86.5,1679.83,Month-to-month,No,Mailed check,Yes,0,4,1
21,72.5,1533.19,One year,DSL,Electronic check,Yes,0,3,0
10,55.66,521.85,Month-to-month,No,Bank transfer,No,3,3,1
35,84.98,3016.32,Month-to-month,Fiber optic,Bank transfer,No,5,3,0
3,42.15,128.29,One year,No,Mailed check,Yes,2,4,0
46,69.37,2953.7,Month-to-month,DSL,Bank transfer,No,0,3,0
72,52.4,3741.84,Month-to-month,DSL,Electronic check,Yes,1,4,0
21,95.66,1979.43,One year,Fiber optic,Electronic check,No,0,4,0
21,84.86,1789.65,Two year,Fiber optic,Mailed check,Yes,3,4,0
5,44.75,225.87,Month-to-month,No,Bank transfer,No,2,3,0
13,90.23,1089.22,Month-to-month,Fiber optic,Electronic check,Yes,2,3,0
39,55.0,2042.81,Month-to-month,DSL,Credit card,No,4,2,0
43,59.87,2644.55,Month-to-month,DSL,Electronic check,No,3,3,1
24,56.96,1349.87,Month-to-month,DSL,Electronic check,Yes,0,4,0
37,73.52,2790.6,Month-to-month,Fiber optic,Bank transfer,No,1,2,0
10,52.48,500.27,Month-to-month,No,Electronic check,No,0,3,0
28,96.54,2816.66,Month-to-month,Fiber optic,Mailed check,No,2,4,0
54,66.39,3513.97,One year,No,Electronic check,No,1,2,0
32,79.3,2495.22,Two year,Fiber optic,Mailed check,No,6,2,0
60,80.09,4604.41,Month-to-month,Fiber optic,Electronic check,No,2,2,0
61,80.42,5019.49,One year,Fiber optic,Electronic check,No,4,3,0
29,57.8,1693.86,Two year,DSL,Mailed check,Yes,0,3,0
0,66.95,16.3,Month-to-month,DSL,Credit card,Yes,1,4,0
42,87.76,3594.12,One year,Fiber optic,Bank transfer,No,3,3,0
6,72.55,446.69,Month-to-month,Fiber optic,Mailed check,No,0,4,1
1,73.17,71.51,Two year,DSL,Credit card,Yes,2,4,0
3,78.82,226.88,Month-to-month,Fiber optic,Electronic check,Yes,2,5,1
44,98.05,4522.51,Month-to-month,Fiber optic,Credit card,No,5,3,0
29,70.9,1964.42,Two year,DSL,Credit card,No,6,2,0
24,103.71,2354.33,One year,Fiber optic,Bank transfer,No,3,2,1
31,95.53,2949.9,Month-to-month,Fiber optic,Electronic check,No,2,3,0
3,82.82,253.31,One year,Fiber optic,Credit card,Yes,2,4,0
17,58.47,932.45,Two year,DSL,Mailed check,No,3,3,0
12,67.73,832.39,Month-to-month,DSL,Electronic check,No,2,2,1
23,71.68,1724.75,Month-to-month,Fiber optic,Credit card,No,3,4,1
23,70.94,1609.92,Month-to-month,DSL,Mailed check,No,1,3,0
30,82.95,2601.9,Two year,Fiber optic,Mailed check,No,3,2,0
34,96.79,3086.42,Month-to-month,Fiber optic,Bank transfer,Yes,1,5,0
3,100.64,300.19,Month-to-month,Fiber optic,Credit card,Yes,2,5,0
17,85.84,1510.2,Month-to-month,Fiber optic,Mailed check,Yes,2,5,1
20,44.28,867.27,Month-to-month,DSL,Credit card,No,3,2,1
6,92.85,572.33,Month-to-month,Fiber optic,Electronic check,No,3,4,0
6,47.7,287.68,Month-to-month,No,Bank transfer,No,0,3,0
5,55.67,265.5,Month-to-month,No,Mailed check,Yes,0,3,1
37,89.55,3436.24,Month-to-month,Fiber optic,Electronic check,Yes,1,4,1
4,81.66,316.26,Month-to-month,DSL,Electronic check,Yes,1,3,0
5,67.4,312.03,Month-to-month,DSL,Electronic check,No,3,2,1
22,76.11,1590.83,Month-to-month,Fiber optic,Electronic check,Yes,1,3,0
28,91.91,2634.95,One year,Fiber optic,Bank transfer,No,4,3,0
20,82.44,1671.01,Month-to-month,No,Electronic check,Yes,1,3,1
8,90.79,731.28,Month-to-month,Fiber optic,Bank transfer,Yes,3,4,0
6,74.29,415.21,One year,DSL,Credit card,Yes,0,4,0
21,66.21,1418.13,One year,DSL,Bank transfer,Yes,1,3,0
18,87.96,1582.33,One year,Fiber optic,Credit card,No,3,2,1
15,83.62,1175.13,Two year,DSL,Bank transfer,Yes,1,4,0
36,52.97,1864.03,Month-to-month,No,Credit card,No,4,3,1
17,88.05,1438.78,Month-to-month,Fiber optic,Bank transfer,Yes,1,4,0
5,93.4,472.94,Month-to-month,Fiber optic,Electronic check,No,0,3,0
15,100.95,1475.41,Month-to-month,Fiber optic,Bank transfer,Yes,1,4,1
30,63.02,1906.98,Two year,DSL,Bank transfer,No,0,3,0
16,57.16,950.51,One year,DSL,Bank transfer,No,0,3,0
30,65.19,1908.12,One year,DSL,Electronic check,No,1,4,0
34,60.93,2141.79,Two year,DSL,Mailed check,No,1,4,0
17,58.08,953.47,Two year,No,Credit card,No,3,4,0
20,87.73,1686.11,Month-to-month,Fiber optic,Credit card,No,2,2,1
15,66.48,937.58,Two year,No,Mailed check,No,3,2,0
30,92.26,2808.33,Month-to-month,Fiber optic,Mailed check,No,1,3,0
15,99.34,1515.05,Month-to-month,Fiber optic,Electronic check,No,2,2,1
28,81.88,2148.28,Month-to-month,Fiber optic,Bank transfer,No,5,3,0
24,72.05,1799.45,Two year,Fiber optic,Electronic check,No,4,2,0
3,68.16,198.16,One year,No,Credit card,Yes,2,3,0
29,67.95,1979.41,Month-to-month,DSL,Mailed check,No,2,3,1
22,71.09,1613.94,Two year,DSL,Electronic check,Yes,2,3,0
47,103.07,4774.28,Month-to-month,Fiber optic,Electronic check,Yes,1,4,0
7,76.23,552.03,One year,Fiber optic,Bank transfer,No,1,4,1
24,41.62,1017.59,Month-to-month,No,Bank transfer,Yes,1,2,0
13,55.13,694.3,Month-to-month,No,Bank transfer,Yes,1,3,0
3,61.73,181.16,Month-to-month,DSL,Mailed check,No,4,3,1
2,92.54,185.7,Two year,Fiber optic,Mailed check,Yes,0,3,1
54,81.14,4531.41,Two year,Fiber optic,Electronic check,No,1,5,0
24,43.32,1089.91,Month-to-month,No,Electronic check,Yes,0,5,0
17,78.94,1262.42,Month-to-month,Fiber optic,Electronic check,No,5,2,1
4,76.06,304.49,Month-to-month,Fiber optic,Mailed check,Yes,1,3,0
51,36.1,1911.09,One year,DSL,Credit card,No,0,4,0
10,59.27,566.47,Month-to-month,No,Electronic check,Yes,3,4,0
25,100.61,2477.8,One year,Fiber optic,Bank transfer,Yes,3,4,0
21,86.88,1844.94,Month-to-month,DSL,Electronic check,Yes,0,4,1
68,99.18,6617.53,Month-to-month,Fiber optic,Electronic check,Yes,1,4,0
19,54.39,973.66,Two year,DSL,Electronic check,No,1,4,0
13,99.46,1221.55,One year,Fiber optic,Mailed check,No,2,3,1
24,62.87,1504.62,Month-to-month,No,Electronic check,Yes,0,4,1
26,69.3,1889.32,Month-to-month,DSL,Credit card,No,2,3,0
72,43.92,2955.46,Month-to-month,No,Electronic check,No,1,3,1
19,65.12,1217.19,Month-to-month,DSL,Mailed check,No,3,3,1
6,55.13,308.08,Month-to-month,No,Credit card,No,1,4,0
15,44.43,678.83,One year,DSL,Electronic check,No,2,3,0
24,68.29,1680.46,Month-to-month,DSL,Bank transfer,No,2,3,1
27,79.07,2158.9,Month-to-month,Fiber optic,Bank transfer,No,0,5,0
4,66.89,269.19,Month-to-month,No,Electronic check,Yes,2,2,0
13,85.44,1140.7,Month-to-month,Fiber optic,Electronic check,Yes,4,3,1
66,64.82,4335.23,Month-to-month,DSL,Credit card,No,6,3,0
9,62.87,565.49,Two year,DSL,Electronic check,Yes,0,4,0
37,84.05,3150.5,Month-to-month,DSL,Electronic check,Yes,3,4,1
15,71.11,996.28,One year,DSL,Mailed check,No,1,4,1
20,59.33,1145.17,Month-to-month,DSL,Electronic check,Yes,1,4,1
4,83.95,337.77,Month-to-month,DSL,Credit card,Yes,1,3,0
16,87.88,1439.43,Month-to-month,DSL,Credit card,No,2,4,1
24,90.38,2054.68,One year,Fiber optic,Credit card,Yes,5,3,0
19,70.5,1289.85,Month-to-month,DSL,Electronic check,No,0,3,1
17,34.71,577.09,One year,No,Credit card,Yes,4,3,0
30,59.11,1841.71,Month-to-month,DSL,Bank transfer,No,4,1,1
6,58.64,340.56,One year,Fiber optic,Bank transfer,No,4,2,0
25,93.78,2199.69,Month-to-month,Fiber optic,Bank transfer,Yes,2,2,1
2,38.67,79.9,Month-to-month,No,Bank transfer,No,4,2,0
44,27.11,1158.86,One year,No,Mailed check,No,2,2,0
18,87.66,1628.68,Month-to-month,Fiber optic,Bank transfer,No,2,4,0
35,74.45,2425.73,Month-to-month,No,Bank transfer,Yes,0,4,0
0,89.48,56.88,One year,Fiber optic,Electronic check,No,1,3,1
32,55.7,1861.15,One year,No,Electronic check,No,4,4,0
10,70.84,678.1,One year,No,Mailed check,No,1,3,0
20,62.16,1149.64,Month-to-month,DSL,Bank transfer,No,4,3,0
32,56.45,1756.15,Month-to-month,No,Bank transfer,Yes,2,3,0
19,76.07,1373.06,Month-to-month,DSL,Bank transfer,No,4,2,0
29,85.72,2536.92,Month-to-month,Fiber optic,Bank transfer,No,1,3,1
15,85.75,1190.73,Month-to-month,No,Electronic check,Yes,1,3,0
47,68.38,3005.26,Month-to-month,Fiber optic,Bank transfer,No,4,2,1
18,67.72,1226.03,Month-to-month,Fiber optic,Electronic check,Yes,1,3,0
18,69.7,1287.23,Month-to-month,Fiber optic,Credit card,No,2,2,1
18,70.49,1172.83,Month-to-month,DSL,Mailed check,No,4,2,0
20,83.03,1582.65,Month-to-month,DSL,Credit card,No,2,3,0
6,66.49,398.62,Month-to-month,No,Electronic check,No,0,3,1
8,65.13,498.39,Month-to-month,No,Bank transfer,No,2,2,0
39,62.73,2457.55,One year,No,Mailed check,Yes,1,5,0
35,57.25,2004.96,Month-to-month,DSL,Electronic check,No,4,3,1
33,50.52,1643.45,Month-to-month,No,Bank transfer,Yes,0,4,0
27,63.44,1750.17,Two year,Fiber optic,Electronic check,No,0,3,0
13,57.07,689.42,Month-to-month,DSL,Electronic check,Yes,0,2,0
12,69.84,782.79,Month-to-month,Fiber optic,Mailed check,No,1,2,1
19,76.87,1368.38,One year,Fiber optic,Mailed check,Yes,2,4,0
43,79.66,3586.33,One year,Fiber optic,Mailed check,No,0,5,0
23,88.05,1935.63,Two year,Fiber optic,Mailed check,No,2,3,0
8,57.76,448.74,Two year,No,Electronic check,No,3,2,0
5,91.44,436.67,One year,DSL,Mailed check,Yes,1,3,0
36,37.15,1358.45,Month-to-month,No,Mailed check,No,0,4,0
52,64.66,3209.23,Month-to-month,DSL,Bank transfer,No,1,3,0
4,82.73,328.86,Month-to-month,DSL,Mailed check,No,3,2,0
37,75.95,2625.6,Month-to-month,Fiber optic,Electronic check,No,3,5,0
27,51.18,1417.45,Two year,No,Bank transfer,No,1,2,0
10,111.69,1166.13,Month-to-month,Fiber optic,Electronic check,Yes,1,4,1
23,61.9,1375.6,Two year,DSL,Electronic check,No,2,3,0
7,70.7,461.59,Month-to-month,No,Bank transfer,No,1,3,1
16,65.93,1018.44,Month-to-month,DSL,Bank transfer,Yes,0,4,0
20,82.69,1556.8,Two year,No,Electronic check,No,0,5,0
46,98.25,4681.14,Month-to-month,Fiber optic,Electronic check,No,2,3,1
16,61.32,1025.58,Month-to-month,DSL,Mailed check,Yes,0,4,0
11,86.08,907.59,Month-to-month,Fiber optic,Mailed check,No,5,4,0
25,76.71,1953.52,Month-to-month,Fiber optic,Bank transfer,Yes,2,4,0
30,94.63,2893.57,Month-to-month,Fiber optic,Bank transfer,Yes,2,2,1
11,54.63,613.56,One year,DSL,Electronic check,Yes,1,2,0
8,35.08,261.55,Two year,No,Bank transfer,No,5,3,1
8,55.33,456.08,One year,DSL,Credit card,Yes,2,3,1
46,69.12,3107.47,Two year,No,Credit card,Yes,2,4,0
29,60.3,1795.65,Two year,DSL,Electronic check,Yes,1,4,0
15,100.44,1451.55,Month-to-month,Fiber optic,Credit card,No,5,4,1
41,81.88,3488.95,One year,DSL,Electronic check,Yes,1,4,0
10,116.43,1104.74,One year,Fiber optic,Electronic check,Yes,1,3,1
18,69.04,1172.6,Month-to-month,DSL,Mailed check,No,1,2,0
7,71.4,460.63,Month-to-month,No,Electronic check,No,1,3,0
40,65.09,2492.77,One year,Fiber optic,Electronic check,No,5,2,1
10,94.64,922.88,Two year,Fiber optic,Electronic check,No,1,3,0
10,110.74,1129.19,Two year,Fiber optic,Bank transfer,No,1,3,0
26,58.94,1422.52,Month-to-month,DSL,Bank transfer,No,1,3,1
2,82.11,155.89,One year,Fiber optic,Bank transfer,No,4,3,1
5,54.36,271.25,Month-to-month,DSL,Mailed check,No,2,3,1
33,97.16,3269.53,Two year,Fiber optic,Electronic check,Yes,2,4,0
8,66.74,539.07,One year,DSL,Bank transfer,No,4,2,1
72,40.31,2959.84,Two year,No,Bank transfer,No,5,3,0
22,94.27,2117.49,Two year,Fiber optic,Electronic check,No,2,2,0
3,80.56,227.58,Month-to-month,DSL,Credit card,Yes,0,4,1
54,86.45,4467.56,Two year,Fiber optic,Bank transfer,Yes,3,3,0
22,81.51,1859.23,One year,Fiber optic,Bank transfer,No,0,3,1
17,108.46,1871.0,Month-to-month,Fiber optic,Bank transfer,Yes,3,3,0
22,79.81,1834.82,Month-to-month,Fiber optic,Bank transfer,No,1,4,1
3,70.77,222.07,One year,No,Bank transfer,Yes,3,3,0
19,74.6,1304.67,Month-to-month,No,Credit card,Yes,3,3,0
9,89.14,799.92,Month-to-month,No,Electronic check,Yes,0,3,1
18,86.72,1598.14,One year,Fiber optic,Electronic check,No,2,5,0
13,75.18,981.64,Month-to-month,DSL,Electronic check,Yes,2,2,1
21,79.76,1555.72,Month-to-month,DSL,Credit card,Yes,1,4,0
15,87.24,1319.81,One year,Fiber optic,Mailed check,No,1,3,0
12,80.93,952.99,Month-to-month,DSL,Electronic check,No,0,3,1
8,60.7,482.95,One year,No,Electronic check,No,4,3,0
3,38.48,118.11,Month-to-month,No,Mailed check,No,0,4,0
3,60.49,170.94,Two year,No,Credit card,Yes,1,2,0
6,75.28,436.53,Month-to-month,Fiber optic,Bank transfer,No,2,4,0
31,54.38,1561.95,Two year,No,Electronic check,Yes,0,3,0
8,35.48,282.22,One year,No,Credit card,Yes,0,3,0
11,78.03,799.45,Two year,DSL,Credit card,No,4,2,1
11,78.41,821.83,Month-to-month,Fiber optic,Bank transfer,Yes,2,3,1
13,74.04,979.55,Month-to-month,Fiber optic,Bank transfer,No,3,4,0
27,115.78,2921.95,Month-to-month,Fiber optic,Bank transfer,Yes,0,4,1
15,80.9,1171.0,Month-to-month,Fiber optic,Bank transfer,Yes,2,4,0
35,53.39,1901.56,Month-to-month,No,Credit card,No,2,4,0
6,65.37,400.1,One year,No,Bank transfer,No,1,4,0
33,61.46,2063.24,Month-to-month,No,Mailed check,No,2,2,1
50,90.26,4502.69,Month-to-month,Fiber optic,Electronic check,Yes,2,3,0
19,85.33,1638.39,Month-to-month,DSL,Mailed check,Yes,2,4,0
7,60.41,425.62,One year,DSL,Electronic check,No,2,4,0
28,85.33,2367.7,One year,DSL,Bank transfer,Yes,0,3,0
19,84.67,1561.12,Month-to-month,Fiber optic,Credit card,Yes,1,3,1
24,57.57,1291.11,Month-to-month,No,Electronic check,No,2,4,1
36,71.56,2648.55,Month-to-month,DSL,Mailed check,Yes,3,3,1
14,64.33,887.01,One year,No,Bank transfer,No,2,2,0
12,79.85,979.09,One year,Fiber optic,Electronic check,No,4,2,1
72,75.92,5362.88,Month-to-month,Fiber optic,Mailed check,No,1,3,0
28,74.78,2100.29,Month-to-month,DSL,Credit card,Yes,2,4,0
40,69.0,2891.55,One year,DSL,Electronic check,No,4,4,0
34,69.87,2214.83,One year,No,Bank transfer,No,3,4,0
41,85.81,3369.16,Month-to-month,Fiber optic,Bank transfer,No,1,3,1
25,101.03,2408.24,Month-to-month,Fiber optic,Bank transfer,Yes,1,4,1
37,70.12,2688.42,Month-to-month,No,Electronic check,No,1,4,1
11,66.42,683.95,One year,DSL,Electronic check,No,1,3,1
3,101.0,311.82,Month-to-month,DSL,Electronic check,Yes,2,3,1
8,74.68,557.79,One year,No,Mailed check,Yes,0,4,0
17,72.22,1286.26,One year,DSL,Electronic check,Yes,1,2,0
15,64.65,910.42,Two year,DSL,Bank transfer,Yes,1,2,0
19,98.9,1737.95,Two year,Fiber optic,Mailed check,Yes,1,4,0
10,73.47,763.31,Month-to-month,DSL,Credit card,Yes,0,4,0
2,76.37,158.97,One year,DSL,Credit card,No,1,1,1
14,54.82,751.81,One year,DSL,Mailed check,No,0,3,1
5,51.82,259.21,Two year,DSL,Electronic check,Yes,0,4,0
18,86.17,1466.06,Month-to-month,Fiber optic,Electronic check,Yes,3,4,0
26,102.23,2775.63,Month-to-month,Fiber optic,Bank transfer,Yes,0,4,0
13,69.27,926.76,Two year,DSL,Mailed check,Yes,2,3,1
7,79.07,573.04,Month-to-month,DSL,Electronic check,No,3,4,0
20,105.87,2180.59,Two year,Fiber optic,Bank transfer,Yes,2,4,0
72,62.54,4467.11,Month-to-month,No,Electronic check,Yes,1,4,0
28,89.71,2419.35,Month-to-month,Fiber optic,Mailed check,Yes,1,4,0
29,59.48,1809.55,Two year,DSL,Mailed check,No,0,4,0
12,61.11,712.64,One year,DSL,Electronic check,No,1,5,1
9,50.9,479.28,One year,DSL,Credit card,No,1,1,1
41,82.36,3209.18,Month-to-month,Fiber optic,Bank transfer,Yes,2,4,0
1,99.29,99.08,Month-to-month,Fiber optic,Mailed check,No,3,3,1
10,103.68,1028.04,Month-to-month,Fiber optic,Bank transfer,No,1,3,1
58,83.76,4637.31,One year,Fiber optic,Electronic check,Yes,0,5,0
18,95.48,1639.15,Month-to-month,Fiber optic,Mailed check,No,3,3,1
4,53.11,217.02,Month-to-month,DSL,Bank transfer,Yes,0,4,0
26,80.16,2007.21,Month-to-month,DSL,Mailed check,Yes,3,3,0
13,81.44,1066.01,Two year,Fiber optic,Bank transfer,No,0,4,0
3,98.61,292.42,Two year,DSL,Mailed check,Yes,0,4,0
23,76.01,1651.0,Month-to-month,Fiber optic,Mailed check,No,2,2,1
20,53.07,1015.26,Two year,No,Mailed check,No,2,3,0
19,70.34,1285.4,Month-to-month,DSL,Bank transfer,Yes,2,4,0
28,81.94,2191.5,Month-to-month,DSL,Electronic check,No,2,3,1
6,105.03,588.12,Month-to-month,Fiber optic,Credit card,Yes,2,4,1
24,72.81,1609.68,Two year,DSL,Electronic check,No,1,3,0
21,86.92,1869.12,Month-to-month,Fiber optic,Electronic check,Yes,3,3,1
40,64.1,2446.81,Month-to-month,No,Credit card,No,5,3,0
10,118.75,1231.27,Two year,Fiber optic,Mailed check,Yes,4,3,1
45,71.02,2951.14,One year,DSL,Mailed check,No,2,2,0
34,53.91,1873.23,One year,DSL,Mailed check,No,1,4,0
17,77.24,1259.13,One year,DSL,Electronic check,Yes,0,5,0
19,39.15,749.16,One year,DSL,Bank transfer,No,4,3,0
1,67.4,68.09,Month-to-month,No,Bank transfer,No,1,3,1
19,71.43,1287.08,One year,Fiber optic,Electronic check,No,2,2,0
32,96.71,2928.39,Month-to-month,Fiber optic,Bank transfer,No,5,3,1
15,69.52,1074.73,Month-to-month,No,Electronic check,Yes,1,4,0
40,99.09,3763.62,Two year,Fiber optic,Credit card,Yes,4,3,0
26,73.56,1789.65,Month-to-month,DSL,Bank transfer,Yes,2,3,0
70,106.66,7537.85,Month-to-month,Fiber optic,Credit card,Yes,6,2,1
10,106.65,1011.26,Month-to-month,Fiber optic,Credit card,Yes,2,4,1
30,101.94,3101.34,Two year,Fiber optic,Credit card,Yes,5,2,0
5,42.21,206.75,Two year,No,Credit card,No,0,4,0
16,86.33,1335.76,Month-to-month,Fiber optic,Credit card,Yes,3,3,1
28,83.49,2169.3,Month-to-month,Fiber optic,Credit card,Yes,1,4,1
31,76.29,2266.28,One year,Fiber optic,Electronic check,No,4,4,0
14,93.5,1248.84,One year,Fiber optic,Bank transfer,Yes,5,2,1
43,83.75,3662.61,Month-to-month,Fiber optic,Bank transfer,No,2,5,0
50,60.73,2990.77,Month-to-month,No,Credit card,No,1,4,0
11,68.94,787.65,One year,DSL,Bank transfer,Yes,1,4,0
17,95.79,1515.48,Month-to-month,Fiber optic,Electronic check,Yes,1,3,0
15,96.72,1431.05,One year,Fiber optic,Electronic check,No,2,4,0
12,89.18,1018.02,Month-to-month,Fiber optic,Electronic check,No,2,3,1
48,82.67,3889.29,Two year,Fiber optic,Mailed check,No,2,4,0
47,93.03,4135.45,One year,Fiber optic,Bank transfer,No,1,4,1
16,66.78,1025.8,One year,No,Electronic check,No,3,2,1
30,90.07,2725.67,One year,Fiber optic,Electronic check,Yes,1,4,0
40,99.1,4069.84,Month-to-month,Fiber optic,Electronic check,Yes,2,3,1
23,56.26,1284.02,Month-to-month,DSL,Credit card,No,1,4,1
15,83.09,1198.32,Month-to-month,Fiber optic,Mailed check,Yes,0,4,0
10,53.29,515.54,One year,DSL,Electronic check,No,0,3,1
32,69.46,2193.76,Two year,DSL,Mailed check,No,1,2,1
5,105.74,524.28,Month-to-month,Fiber optic,Electronic check,No,2,3,1
15,51.01,785.37,One year,No,Bank transfer,Yes,0,4,0
13,76.78,1042.41,Month-to-month,Fiber optic,Credit card,No,1,2,1
5,69.38,328.2,Month-to-month,Fiber optic,Electronic check,No,2,3,1
18,86.21,1614.11,Month-to-month,DSL,Credit card,Yes,0,5,0
16,65.97,1050.53,Two year,DSL,Bank transfer,No,0,4,0
8,85.97,664.59,Month-to-month,Fiber optic,Electronic check,Yes,2,3,1
46,77.83,3381.57,Month-to-month,Fiber optic,Electronic check,No,2,2,1
32,75.63,2432.52,One year,No,Electronic check,Yes,1,4,1
19,66.07,1265.59,Month-to-month,DSL,Electronic check,No,2,2,1
36,62.33,2326.82,Month-to-month,DSL,Electronic check,No,2,3,0
42,74.91,3028.02,Month-to-month,DSL,Credit card,Yes,1,4,0
48,52.16,2478.43,Month-to-month,DSL,Electronic check,No,0,4,0
10,47.59,477.43,Month-to-month,DSL,Credit card,No,2,3,0
36,87.98,3234.39,Month-to-month,Fiber optic,Mailed check,Yes,0,4,0
16,83.32,1374.42,One year,Fiber optic,Mailed check,Yes,0,4,0
22,71.23,1591.65,Two year,DSL,Bank transfer,No,2,4,0
11,70.99,748.85,Two year,DSL,Credit card,Yes,1,4,0
19,62.83,1176.42,Month-to-month,DSL,Credit card,Yes,2,2,0
36,88.22,3141.02,Month-to-month,DSL,Electronic check,Yes,1,3,0
56,47.89,2808.58,Month-to-month,DSL,Mailed check,Yes,0,5,0
17,84.88,1428.26,Month-to-month,Fiber optic,Electronic check,No,2,3,1
8,50.48,373.63,One year,No,Electronic check,Yes,1,4,0
62,46.33,2922.78,Month-to-month,No,Electronic check,Yes,0,4,0
10,46.51,451.71,One year,No,Bank transfer,No,3,3,0
3,66.86,198.03,Two year,No,Electronic check,Yes,1,4,0
12,70.59,860.75,Month-to-month,No,Credit card,Yes,0,4,0
41,89.14,3820.22,Two year,Fiber optic,Bank transfer,No,1,4,0
9,61.84,570.3,Month-to-month,DSL,Mailed check,No,3,3,1
6,62.66,358.35,Two year,DSL,Mailed check,No,1,3,0
21,92.96,1850.92,One year,DSL,Bank transfer,Yes,4,4,0
56,78.52,4604.07,Month-to-month,No,Electronic check,No,0,3,0
27,87.34,2234.97,Month-to-month,Fiber optic,Mailed check,No,1,3,0
5,87.98,412.59,Month-to-month,Fiber optic,Electronic check,No,3,2,1
72,78.99,5893.38,One year,Fiber optic,Electronic check,Yes,1,4,0
25,105.49,2578.9,Month-to-month,Fiber optic,Bank transfer,Yes,1,3,0
38,105.79,3723.88,Two year,Fiber optic,Electronic check,No,1,3,0
4,83.25,332.03,Month-to-month,Fiber optic,Mailed check,No,4,3,1
68,112.84,7427.24,Two year,Fiber optic,Bank transfer,Yes,1,4,0
14,71.92,983.58,Month-to-month,DSL,Bank transfer,No,1,5,0
4,65.72,262.34,One year,DSL,Electronic check,Yes,1,4,0
23,61.55,1484.83,Two year,DSL,Electronic check,No,1,3,0
38,117.74,4180.45,Month-to-month,Fiber optic,Electronic check,Yes,0,5,0
30,78.34,2234.64,Month-to-month,No,Mailed check,Yes,3,4,0
30,94.86,2927.46,One year,Fiber optic,Mailed check,No,1,4,0
28,70.53,1851.98,One year,DSL,Credit card,Yes,1,3,0
21,64.09,1408.58,Two year,No,Electronic check,Yes,0,4,0
4,52.37,201.68,Month-to-month,No,Credit card,Yes,0,4,0
16,62.7,1005.13,Two year,DSL,Electronic check,No,1,3,0
14,77.2,1021.84,Two year,Fiber optic,Mailed check,No,3,4,0
48,50.27,2319.19,One year,No,Credit card,No,1,3,0
41,53.19,2163.64,Month-to-month,DSL,Credit card,No,2,4,0
13,88.96,1209.02,Month-to-month,DSL,Mailed check,No,4,4,1
34,80.88,2665.36,Two year,Fiber optic,Electronic check,No,2,4,0
18,63.25,1181.02,One year,No,Bank transfer,Yes,1,4,0
3,50.24,142.76,One year,No,Bank transfer,Yes,0,4,0
1,58.0,53.63,Two year,DSL,Electronic check,No,5,2,0
31,33.89,1081.3,Month-to-month,No,Electronic check,No,2,2,1
7,69.75,493.84,One year,DSL,Mailed check,No,0,4,1
7,91.95,601.84,One year,Fiber optic,Bank transfer,Yes,3,3,1
10,76.72,707.88,Two year,DSL,Mailed check,No,3,2,0
31,58.94,1876.05,One year,DSL,Electronic check,Yes,2,5,0
41,63.95,2470.56,Month-to-month,DSL,Credit card,No,3,3,0
40,97.8,3842.35,Month-to-month,Fiber optic,Credit card,No,2,3,1
3,88.45,273.54,Two year,DSL,Bank transfer,Yes,2,3,0
10,80.76,802.82,One year,Fiber optic,Electronic check,No,2,3,0
9,73.06,681.87,Month-to-month,DSL,Electronic check,Yes,3,4,0
31,57.55,1649.94,Two year,No,Bank transfer,No,2,2,0
10,110.08,1073.37,Month-to-month,Fiber optic,Credit card,Yes,1,3,1
